address,awarding_agency,awarding_agency_link,awarding_agency_ministry,awarding_ministry,company_email,contract_award_price,contract_awarded_to,contract_id,contract_signed_on,contract_title,currency,data_source,estimated_contract_completion_date,tender_description,tender_lot_Numbers,tender_package_no,tender_type
"P. O. BOX 1700, TAMALE",University For Development Studies,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1375,University For Development Studies /Ministry of Education,Ministry of Education,,38170,TOTAL SUPPLIES AND SERVUICES LTD,1023,2013-10-09,Supply of Office Equipment,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1023,2013-12-30,,1,NR/UDS/GD/0018/2013,NCT
P. O. BOX GP3554 ACCRA,University For Development Studies,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1375,University For Development Studies /Ministry of Education,Ministry of Education,,63242,ABE VENTURES,1024,2013-10-09,SUPPLY AND INSTALLATION OF WINDOWS SERVER SOFTWARE WITH CLIENT ACCESS LICENSE (CAL),New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1024,2013-11-20,,1,NR/UDS/GD/0017/2013,NCT
,University For Development Studies,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1375,University For Development Studies /Ministry of Education,Ministry of Education,,54901,DERISCO CO. LTD,1025,2013-11-18,Supply of Office Equipment,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1025,2013-12-30,,1,NR/UDS/GD/0018/2013,NCT
"P. O. BOX 7617, ACCRA-NORTH",University For Development Studies,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1375,University For Development Studies /,,,86900,KHOMARA PRINTING PRESS LTD,1026,2013-10-09,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1026,2013-12-30,,1,,
"P. O. BOX 1700 , TAMALE",University For Development Studies,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1375,University For Development Studies /,,,99850,TOTAL SUPPLIES AND SERVICES LTD,1027,2013-11-21,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1027,2013-12-30,,1,,
"P.B.BOX 1700, TAMALE",University For Development Studies,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1375,University For Development Studies /,,,99770,TOTAL SUPPLIES AND SERVICES LTD,1028,2013-11-21,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1028,2013-12-30,,1,,
"NO. 260 SOUTH LA ESTATES
LA BEACH ROAD",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,16000,perfect business systems,1029,2013-08-12,SUPPLY OF STATIONERY,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1029,2013-08-26,STATIONERY,1,GR/NHIA/GD/007B/13,NCT
"P.O.BOX 347
TESHIE - NUNGUA
ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,4075622,ostenfield limited,1030,2013-08-12,SUPPLY OF STATIONERY,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1030,2013-08-26,STATIONERY,2,GR/NHIA/GD/007B/13,NCT
"NO 77 FAANOFA ROAD 
BOX CT 124
KOKOMLEMLE ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,76149148,FAIRGREEN,1031,2013-11-14,Supply & Installation of ICT Equipment,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1031,,Supply and Installation of ICT Equipment and others (Lot 1-8),1,GR/NHIA/GD/017/135,NCT
"P.O.BOX 7617
ACCRA GHANA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,67149313,IPMC,1032,2013-10-31,Supply & Installation of ICT Equipment,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1032,2013-11-30,Supply and Installation of ICT Equipment and others (Lot 1-8),2,GR/NHIA/GD/017/135,NCT
"P.O.BOX 7617
ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,4042278,IPMC,1033,2013-10-31,Supply & Installation of ICT Equipment,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1033,2013-11-30,Supply and Installation of ICT Equipment and others (Lot 1-8),3,GR/NHIA/GD/017/135,NCT
"P.O.BOX AN 7617
ACCRA-NORTH",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,14486590,IPMC,1034,2013-10-31,Supply & Installation of ICT Equipment,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1034,2013-11-30,Supply and Installation of ICT Equipment and others (Lot 1-8),4,GR/NHIA/GD/017/135,NCT
"NO. 77 FAANOFA ROAD
BOX GP 579
TESHIE NUNGUA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,23782370,FAIRGREEN LTD.,1035,2013-11-14,Supply & Installation of ICT Equipment,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1035,2013-12-14,Supply and Installation of ICT Equipment and others (Lot 1-8),5,GR/NHIA/GD/017/135,NCT
"NO.77 FAANOFA ROAD
BOX 579
ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,857287,FAIRGREEN LTD.,1036,2013-11-14,Supply & Installation of ICT Equipment,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1036,2013-12-14,Supply and Installation of ICT Equipment and others (Lot 1-8),6,GR/NHIA/GD/017/135,NCT
"BOX AN 7617
ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,22655385,ipmc,1037,2013-10-31,Supply & Installation of ICT Equipment,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1037,2013-11-30,Supply and Installation of ICT Equipment and others (Lot 1-8),7,GR/NHIA/GD/017/135,NCT
"P.O.BOX AT 1225
ACHIMOTA - ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,6700000,e- cube technologies,1038,2013-10-31,Supply & Installation of ICT Equipment,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1038,2013-11-30,Supply and Installation of ICT Equipment and others (Lot 1-8),8,GR/NHIA/GD/017/135,NCT
"P.O.BOX OS 3015
OSU- ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,6927000,EXPERT FURNITURE LTD.,1039,2013-05-31,Supply of Office Furniture,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1039,2013-06-30,Supply of Office Furniture (Lot 1-3),1,GR/NHIA/GD/016/135,NCT
"P.O.BOX KN 2215
KANESHIE - ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,1323000,BENJE STANDARD FURNITURE,1040,2013-05-31,Supply of Office Furniture,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1040,2013-06-30,Supply of Office Furniture (Lot 1-3),2,GR/NHIA/GD/016/135,NCT
"P.O.BOX LT 198
LATEBIOKORSHIE
ACCRA",National Health Insurance Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=369,National Health Insurance Authority/Ministry of Health,Ministry of Health,,4944000,pentax investments ltd.,1041,2013-05-31,Supply of Office Furniture,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1041,2013-06-30,Supply of Office Furniture (Lot 1-3),3,GR/NHIA/GD/016/135,NCT
"P. O. Box OS 049
Osu
Accra",Minerals Commission,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=355,Minerals Commission/Ministry of Lands and Natural Resources,Ministry of Lands and Natural Resources,,31740,Print Right Limited,1043,2013-11-29,Procurement of 2014 Calendars and Diaries,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1043,2014-01-29,Lot 1: Wall Calendar - qty 3000    Lot 2: Tle Top Calendar - qty 1000    Lot 3: Executive (Customised and Uncustomised) Diary - qty 300    Lot 4: Desk Top Diary - qty 1500    Lot 5; Pocket Diary - qty 1000,1,GR/MCM/GD/0006/2013,NCT
"P. O. Box CT 5144
Cantonments
Accra",Minerals Commission,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=355,Minerals Commission/Ministry of Lands and Natural Resources,Ministry of Lands and Natural Resources,,41000,Below The Line Ghana Limited,1044,2013-11-29,Procurement of 2014 Calendars and Diaries,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1044,2014-01-29,Lot 1: Wall Calendar - qty 3000    Lot 2: Tle Top Calendar - qty 1000    Lot 3: Executive (Customised and Uncustomised) Diary - qty 300    Lot 4: Desk Top Diary - qty 1500    Lot 5; Pocket Diary - qty 1000,4&5,GR/MCM/GD/0006/2013,NCT
"P. O. Box AO 667
Accra",University Of Education Winneba (UCEW),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1377,University Of Education Winneba (UCEW) /Ministry of Education,Ministry of Education,,85119.2,JIT Services Limited,1046,2013-09-20,SUPPLY OF 2014 DIARIES,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1046,2013-11-25,Bid Security: GH¢ 1000,3,UEW/CR/NCT/GDS/2013/04/03,NCT
"P. O. Box
Accra",University Of Education Winneba (UCEW),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1377,University Of Education Winneba (UCEW) /Ministry of Education,Ministry of Education,,22433.63,Sakoa Press Limited,1047,2013-09-20,SUPPLY OF 2014 CALENDERS,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1047,2013-12-19,Bid Security: GH¢ 1000  Wall Calenders: 3200 pieces  Desktop Calenders: 1950 pieces,3,UEW/CR/NCT/GDS/2013/04/04,NCT
"P.O. Box 3345, Accra Ghana",Ministry of Health,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=422,Ministry of Health /Ministry of Health,Ministry of Health,,430000,Ernest Chemist Limited,1048,2013-12-17,"Procurement of Sulphadoxine/ Pyrimethamine Tablet, 500mg+25mg for Intermittent Preventive Treatment in Pregnancy",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1048,2014-03-17,"Procurement of Sulphadoxine/ Pyrimethamine Tablet, 500mg+25mg for Intermittent Preventive Treatment in Pregnancy",1,MOH/2013/NCT/B.2/1/09,NCT
"P.O. Box 3345, Accra Ghana",Ministry of Health,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=422,Ministry of Health /Ministry of Health,Ministry of Health,,460000,,1049,2013-12-17,"Procurement of Sulphadoxine/ Pyrimethamine Tablet, 500mg+25mg for Intermittent Preventive Treatment in Pregnancy",New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1049,2014-04-06,"Procurement of Sulphadoxine/ Pyrimethamine Tablet, 500mg+25mg for Intermittent Preventive Treatment in Pregnancy",1,MOH/2013/NCT/B.2/1/09,NCT
"P. O. Box CT 5144
Accra - Ghana",Ghana Academy of Arts and Sciences,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1402,Ghana Academy of Arts and Sciences/,,,37100,Below the Line,1053,2013-10-30,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1053,2013-11-15,,1(a) (b) (c),,
"P. O. Box AN 15657
ACCRA",Kwame Nkrumah University Of Science And Technology (KNUST),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1368,Kwame Nkrumah University Of Science And Technology (KNUST) /Ministry of Education,Ministry of Education,,37914.61,AyTech Electricals Eng. Solutions Ltd,1055,2014-01-09,Procurement of 15 Computers t(,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1055,2014-02-23,Procurement of 15 Computers for the Department of Computer Engineering,1,AS/KNUST/GD/0014/2013,NCT
"P. O. Box AN 15657
ACCRA",Kwame Nkrumah University Of Science And Technology (KNUST),https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=1368,Kwame Nkrumah University Of Science And Technology (KNUST) /Ministry of Education,Ministry of Education,,37914.61,AyTech Electricals Eng. Solutions Ltd,1056,2014-01-09,Procurement of 15 Computers t(,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1056,2014-02-23,Procurement of 15 Computers for the Department of Computer Engineering,1,AS/KNUST/GD/0014/2013,NCT
"DIHOC FOOTWEAR DIVISION   LTD
                                                 P.O.BOX 169I7
                                                  ADUM, KUMASI",Ghana Immigration Service,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=323,Ghana Immigration Service/Ministry of Interior,Ministry of Interior,,353050,DIHOC FOOTWEAR DIVISION   LTD,1084,2013-12-27,Procurement of Boots,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1084,2014-03-27,Lot 1  i. Oxford Style Leather Shoes   ii. Ladies Shoes   iii. Jungle Boots   iv. Ankle High Leather Boots   v. Training Boots   vi. Combat Boots,1,GR/GIS/GD/NCT/013/13,NCT
"P. O. Box 16462
KIA Accra",Ghana Revenue Authority,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=282,Ghana Revenue Authority/,,,404775,Kaddacon Limited,1088,2013-12-11,,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1088,2014-08-30,,1,,
"P. O. Box 18197
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,509788,MS Consup Engineering Ventures,1089,2014-01-17,Extension Works on the Eastern Regional Health Directorate Block-Koforidua,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1089,2014-11-30,Extension Works on the Eastern Regional Health Directorate Block-Koforidua,1,ER/ERHD/NCT/WK/002/2013,NCT
"PO.O.Box AT579
Achimota-Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,690920,Pharmanova Ltd,1090,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1090,2014-03-31,Procurement of Essential Medicine s,Various,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box 2149
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,171980,Ayrton Drugs Manufacturing Ltd,1091,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1091,2014-06-30,Procurement of Essential Medicine s,2115,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box AN 15088
Accra-North",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,44000,Vicdoris Pharmaceutical Ltd,1092,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1092,2014-06-30,Procurement of Essential Medicine s,67,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box CT 5036
Cantonments-Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,82500,Amex Pharmacy Ltd,1093,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1093,2014-06-30,Procurement of Essential Medicine s,191205243,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box CT 4575
Cantonments-Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,396000,Surgecare & Pharma Ltd,1094,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1094,2014-06-30,Procurement of Essential Medicine s,Various,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box 3368
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,578600,GR Industries Ltd,1095,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1095,2014-06-30,Procurement of Essential Medicine s,Various,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box GP 13713
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,450000,CSPC Medsolution (Gh) Ltd,1096,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1096,2014-06-30,Procurement of Essential Medicine s,18,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box 201
Ejisu-Ashanti",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,54000,Aspee Pharmaceuticals Ltd,1097,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1097,2014-06-30,Procurement of Essential Medicine s,229,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box 2264
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,131000,Mysalam Pharmaceuticals Ltd,1098,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1098,2014-06-30,Procurement of Essential Medicine s,"84,97",GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box GP 633
Adabraka-Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,290400,Gokal- Laborex Ltd,1099,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1099,2014-06-30,Procurement of Essential Medicine s,161162,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box GP 14672
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,619700,Hills Pharmacy Ltd,1100,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1100,2014-06-30,Procurement of Essential Medicine s,Various,GHS/ER/NCT/2013/B.2.1/03,NCT
"B918/7 Okumuafo Loop
Kaneshie Estate-Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,431600,Palb Pharmaceuticals Ltd,1101,2014-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1101,2014-06-30,Procurement of Essential Medicine s,"16,21,195",GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box TF 241
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,2243200,Kinapharma Ltd,1102,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1102,2014-06-30,Procurement of Essential Medicine s,Various,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box NW 224
Nsawam",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,15000,Lagray Chemicals Co. Ltd,1103,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1103,2014-06-30,Procurement of Essential Medicine s,121189,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box MP 1487
Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,2422500,Spintex Chemists Ltd,1104,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1104,2014-06-30,Procurement of Essential Medicine s,Various,GHS/ER/NCT/2013/B.2.1/03,NCT
"P.O.Box DK 431
Darkuman-Accra",Office of the Regional Health DirectorateEastern Region,https://www.ppaghana.org/AgencyOverview.asp?AGENCY_ID=696,Office of the Regional Health DirectorateEastern Region/Ministry of Health,Ministry of Health,,23000,Eskay Therapuetics Ltd,1105,2013-12-30,Health Sector Support Programme,New Ghana Cedi,https://www.ppaghana.org/contractdetail.asp?Con_ID=1105,2014-06-30,Procurement of Essential Medicine s,132,GHS/ER/NCT/2013/B.2.1/03,NCT
